ARCADE 0.220      Mar 26, 2020
tarzan            "Tarzan Chuang Tian Guan (V109C, set 2)"
tarzana           "Tarzan (V107)"
tarzanc           "Tarzan Chuang Tian Guan (V109C, set 1)"
tatacot           "Tatacot (JA 951128 V1.000)"
tattack           "Time Attacker"
tattass           "Tattoo Assassins (US prototype, Mar 14 1995)"
tattassa          "Tattoo Assassins (Asia prototype, Mar 14 1995)"
taxidriv          "Taxi Driver"
tazmani2          "Tazz-Mania (set 2, alt hardware)"
tazmani3          "Tazz-Mania (Arfyc / Rodmar bootleg)"
tazmania          "Tazz-Mania (set 1)"
tazmaniet         "Tazz-Mania - El Trompa (U.R.V. BBCPE bootleg)"
tazzmang          "Tazz-Mania (bootleg on Galaxian hardware)"
tazzmang2         "Tazz-Mania (bootleg on Galaxian hardware with Starfield)"
tbasebal          "Taikyoku Base Ball"
tbeastw2          "Transformers Beast Wars II"
tblkkuzu          "The Block Kuzushi (Japan)"
tbonusal          "Treasure Bonus (American Alpha, Ver. 1.6)"
tbowl             "Tecmo Bowl (World, set 1)"
tbowla            "Tecmo Bowl (World, set 2)"
tbowlj            "Tecmo Bowl (Japan)"
tbowlp            "Tecmo Bowl (World, prototype?)"
tbyahhoo          "Twin Bee Yahhoo! (ver JAA)"
tceptor           "Thunder Ceptor"
tceptor2          "3-D Thunder Ceptor II"
tcfboxa           "Triforce Firmware Update For Compact Flash Box (4.01) (GDT-0022A)"
tcobra2           "Twin Cobra II (Ver 2.1O 1995/11/30)"
tcobra2u          "Twin Cobra II (Ver 2.1A 1995/11/30)"
tdfever           "TouchDown Fever (US)"
tdfever2          "TouchDown Fever 2"
tdfever2b         "TouchDown Fever 2 (bootleg)"
tdfeverj          "TouchDown Fever (Japan)"
tdoboon           "Taihou de Doboon"
tdpgal            "Triple Draw Poker"
tdragon           "Thunder Dragon (8th Jan. 1992, unprotected)"
tdragon1          "Thunder Dragon (4th Jun. 1991, protected)"
tdragon2          "Thunder Dragon 2 (9th Nov. 1993)"
tdragon2a         "Thunder Dragon 2 (1st Oct. 1993)"
tdragon3h         "Thunder Dragon 3 (bootleg of Thunder Dragon 2)"
tdragonb          "Thunder Dragon (bootleg)"
tduno             "Touch de Uno! / Unou Nouryoku Check Machine (Japan)"
tduno2            "Touch de Uno! 2 (Japan)"
teamht            "Team Hat Trick"
teamqb            "John Elway's Team Quarterback (rev 3)"
teamqb2           "John Elway's Team Quarterback (rev 2)"
techbowl          "Technical Bowling (J 971212 V1.000)"
technodr          "Techno Drive (Japan, TD2/VER.B)"
techromn          "Tech Romancer (Euro 980914)"
techromnu         "Tech Romancer (USA 980914)"
teddybb           "TeddyBoy Blues (315-5115, New Ver.)"
teddybbo          "TeddyBoy Blues (315-5115, Old Ver.)"
teddybbobl        "TeddyBoy Blues (Old Ver. bootleg)"
teedoff           "Tee'd Off (Japan)"
teetert           "Teeter Torture (prototype)"
tehkanwc          "Tehkan World Cup (set 1)"
tehkanwcb         "Tehkan World Cup (set 2, bootleg?)"
tehkanwcc         "Tehkan World Cup (set 3, bootleg)"
tehkanwcd         "Tehkan World Cup (set 4, earlier)"
tehkanwch         "Tehkan World Cup (1986 year hack)"
tekipaki          "Teki Paki"
tekipakit         "Teki Paki (location test)"
tekken            "Tekken (World, TE2/VER.C)"
tekken2           "Tekken 2 Ver.B (US, TES3/VER.D)"
tekken2a          "Tekken 2 (World, TES2/VER.A)"
tekken2b          "Tekken 2 Ver.B (World, TES2/VER.B)"
tekken2jb         "Tekken 2 Ver.B (Japan, TES1/VER.B)"
tekken2jc         "Tekken 2 Ver.B (Japan, TES1/VER.C)"
tekken2ub         "Tekken 2 Ver.B (US, TES3/VER.B)"
tekken3           "Tekken 3 (World, TET2/VER.E1)"
tekken3a          "Tekken 3 (World, TET2/VER.A)"
tekken3b          "Tekken 3 (World, TET2/VER.B)"
tekken3ja         "Tekken 3 (Japan, TET1/VER.A)"
tekken3je1        "Tekken 3 (Japan, TET1/VER.E1)"
tekken3ua         "Tekken 3 (US, TET3/VER.A)"
tekken3ud         "Tekken 3 (US, TET3/VER.D)"
tekkenac          "Tekken (Asia, TE4/VER.C)"
tekkenb           "Tekken (World, TE2/VER.B)"
tekkenbs          "Tekken Battle Scratch"
tekkencw          "Tekken Card World"
tekkenjb          "Tekken (Japan, TE1/VER.B)"
tektagt           "Tekken Tag Tournament (World, TEG2/VER.C1, set 1)"
tektagtc1         "Tekken Tag Tournament (World, TEG2/VER.C1, set 2)"
tektagtja         "Tekken Tag Tournament (Japan, TEG1/VER.A3)"
tektagtjb         "Tekken Tag Tournament (Japan, TEG1/VER.B)"
tektagtjc1        "Tekken Tag Tournament (Japan, TEG1/VER.C1)"
tektagtub         "Tekken Tag Tournament (US, TEG3/VER.B)"
tektagtuc1        "Tekken Tag Tournament (US, TEG3/VER.C1)"
teljan            "Tel Jan"
telmahjn          "Telephone Mahjong (Japan 890111)"
telpacfl          "TelePachi Fever Lion (V1.0)"
tempest           "Tempest (rev 3, Revised Hardware)"
tempest1          "Tempest (rev 1)"
tempest1r         "Tempest (rev 1, Revised Hardware)"
tempest2          "Tempest (rev 2)"
tempest3          "Tempest (rev 3)"
temptube          "Tempest Tubes"
tenballs          "Ten Balls (Ver 1.05)"
tengai            "Tengai (World)"
tengaij           "Sengoku Blade: Sengoku Ace Episode II / Tengai"
tenkai            "Mahjong Tenkaigen"
tenkai2b          "Mahjong Tenkaigen Part 2 (bootleg)"
tenkaibb          "Mahjong Tenkaigen (bootleg b)"
tenkaicb          "Mahjong Tenkaigen (bootleg c)"
tenkaie           "Mahjong Tenkaigen (set 2)"
tenkomor          "Tenkomori Shooting (World, TKM2/VER.A1)"
tenkomorja        "Tenkomori Shooting (Japan, TKM1/VER.A1)"
tenpindx          "Ten Pin Deluxe"
tenspot           "Ten Spot"
tenthdeg          "Tenth Degree (prototype)"
tenup             "Ten Up"
terabrst          "Teraburst (1998/07/17 ver UEL)"
terabrsta         "Teraburst (1998/02/25 ver AAA)"
term2             "Terminator 2 - Judgment Day (rev LA4 08/03/92)"
term2la1          "Terminator 2 - Judgment Day (rev LA1 11/01/91)"
term2la2          "Terminator 2 - Judgment Day (rev LA2 12/09/91)"
term2la3          "Terminator 2 - Judgment Day (rev LA3 03/27/92)"
term2lg1          "Terminator 2 - Judgment Day (rev LG1 11/04/91)"
term2pa2          "Terminator 2 - Judgment Day (prototype, rev PA2 10/18/91)"
terracre          "Terra Cresta (YM3526 set 1)"
terracrea         "Terra Cresta (YM3526 set 3)"
terracren         "Terra Cresta (YM2203)"
terracreo         "Terra Cresta (YM3526 set 2)"
terraf            "Terra Force"
terrafb           "Terra Force (Japan, bootleg set 2)"
terrafj           "Terra Force (Japan)"
terrafjb          "Terra Force (Japan, bootleg with additional Z80)"
terrafu           "Terra Force (US)"
tetfight          "Tetris Fighters"
tetkiwam          "Tetris Kiwamemichi (Japan) (GDL-0020)"
tetrbx            "Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006)"
tetris            "Tetris (set 4, Japan, System 16A) (FD1094 317-0093)"
tetris1           "Tetris (set 1, Japan, System 16B) (FD1094 317-0091)"
tetris1d          "Tetris (set 1, Japan, System 16B) (bootleg of FD1094 317-0091 set)"
tetris2           "Tetris (set 2, Japan, System 16B) (FD1094 317-0092)"
tetris2d          "Tetris (set 2, Japan, System 16B) (bootleg of FD1094 317-0092 set)"
tetris3           "Tetris (set 3, Japan, System 16A) (FD1094 317-0093a)"
tetris3d          "Tetris (set 3, Japan, System 16A) (bootleg of FD1094 317-0093a set)"
tetrisbl          "Tetris (bootleg)"
tetrisd           "Tetris (set 4, Japan, System 16A) (bootleg of FD1094 317-0093 set)"
tetriskr          "Tetris (Korean bootleg of Mirrorsoft PC-XT Tetris)"
tetrisp           "Tetris Plus (ver 1.0)"
tetrisp2          "Tetris Plus 2 (World, V2.8)"
tetrisp2a         "Tetris Plus 2 (World, V2.7)"
tetrisp2j         "Tetris Plus 2 (Japan, V2.2)"
tetrisp2ja        "Tetris Plus 2 (Japan, V2.1)"
tetrisse          "Tetris (Japan, System E)"
tetrist           "Tetris (Japan, Taito B-System, Nastar Conversion Kit)"
tetrista          "Tetris (Japan, Taito B-System, Master of Weapon Conversion Kit)"
tetristh          "Tetris (Japan, Taito H-System)"
tetrsark          "Tetris (D.R. Korea, set 1, encrypted)"
tetrsark2         "Tetris (D.R. Korea, set 2)"
tfrceac           "Thunder Force AC"
tfrceacb          "Thunder Force AC (bootleg)"
tfrceacj          "Thunder Force AC (Japan)"
tfrceacjpb        "Thunder Force AC (Japan, prototype, bootleg)"
tfupdate          "Triforce DIMM Updater (3.17) (GDT-0011)"
tgm2              "Tetris: The Absolute - The Grand Master 2"
tgm2p             "Tetris: The Absolute - The Grand Master 2 Plus"
tgmj              "Tetris: The Grand Master (Japan 980710)"
tgtbal96          "Target Ball '96"
tgtball           "Target Ball"
tgtballn          "Target Ball (With Nudity)"
tgtpanic          "Target Panic"
tharrier          "Task Force Harrier"
tharrieru         "Task Force Harrier (US)"
the26thz          "The 26th Z (Japan, location test)"
theboat           "The Boat"
thedealr          "The Dealer (Visco)"
thedeep           "The Deep (Japan)"
theend            "The End"
theends           "The End (Stern Electronics)"
theendss          "The End (SegaSA / Sonic)"
theglad           "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107)"
theglad100        "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V100) (ARM label V100, ROM 01/16/03 SHEN JIAN)"
theglad101        "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V100) (ARM label V101, ROM 03/13/03 SHEN JIAN)"
thegladpcb        "Tougenkyou - Road of the Sword (M68k label V100) (ARM label V100, ROM 02/25/03 SHEN JIAN) (Japan, JAMMA PCB)"
theglob           "The Glob"
theglob2          "The Glob (earlier)"
theglob3          "The Glob (set 3)"
theglobme         "The Glob (Pacman hardware, Magic Electronics Inc. license)"
theglobp          "The Glob (Pac-Man hardware)"
thegrid           "The Grid (version 1.2)"
thegrida          "The Grid (version 1.1)"
thehand           "The Hand"
thehustl          "The Hustler (Japan, program code M)"
thehustlj         "The Hustler (Japan, program code J)"
themj             "The Mah-jong (Japan)"
thepit            "The Pit"
thepitj           "The Pit (Japan)"
thepitm           "The Pit (bootleg on Moon Quasar hardware)"
thepitu1          "The Pit (US set 1)"
thepitu2          "The Pit (US set 2)"
theroes           "Thunder Heroes"
thetogyu          "The Togyu (315-5065, Japan)"
thief             "Thief"
thndblst          "Thunder Blaster (Japan)"
thndrbld          "Thunder Blade (upright) (FD1094 317-0056)"
thndrbld1         "Thunder Blade (deluxe/standing) (unprotected)"
thndrbldd         "Thunder Blade (upright) (bootleg of FD1094 317-0056 set)"
thndrx2           "Thunder Cross II (World)"
thndrx2a          "Thunder Cross II (Asia)"
thndrx2j          "Thunder Cross II (Japan)"
thndzone          "Thunder Zone (World, Rev 1)"
thndzone4         "Thunder Zone (World 4 Players)"
thndzonea         "Thunder Zone (World)"
thndzonej         "Thunder Zone (Japan)"
thoop             "Thunder Hoop (Ver. 1, Checksum 02A09F7D)"
thoop2            "TH Strikes Back (Non North America, Version 1.0, Checksum 020E0867)"
thoop2a           "TH Strikes Back (Non North America, Version 1.0, Checksum 020EB356)"
threeds           "Three Ds - Three Dealers Casino House (set 1)"
threedsa          "Three Ds - Three Dealers Casino House (set 2)"
thrild2           "Thrill Drive 2 (ver EBB)"
thrild2a          "Thrill Drive 2 (ver AAA)"
thrild2ab         "Thrill Drive 2 (ver AAA, alt)"
thrild2ac         "Thrill Drive 2 (ver AAA, alt 2)"
thrild2c          "Thrill Drive 2 (ver EAA)"
thrild2j          "Thrill Drive 2 (ver JAA)"
thrilld           "Thrill Drive (JAE)"
thrilldae         "Thrill Drive (EAA)"
thrilldb          "Thrill Drive (JAB)"
thunderh          "Operation Thunder Hurricane (ver EAA)"
thunderhu         "Operation Thunder Hurricane (ver UAA)"
thunderj          "ThunderJaws (rev 3)"
thunderja         "ThunderJaws (rev 2)"
thunderl          "Thunder & Lightning"
thunderlbl        "Thunder & Lightning (bootleg with Tetris sound, set 1)"
thunderlbl2       "Thunder & Lightning (bootleg with Tetris sound, set 2)"
thunderx          "Thunder Cross (set 1)"
thunderxa         "Thunder Cross (set 2)"
thunderxb         "Thunder Cross (set 3)"
thunderxj         "Thunder Cross (Japan)"
thundfox          "Thunder Fox (World)"
thundfoxj         "Thunder Fox (Japan)"
thundfoxu         "Thunder Fox (US)"
thunt             "Puzzle & Action: Treasure Hunt (JUET 970901 V2.00E)"
thuntk            "Puzzle & Action: BoMulEul Chajara (JUET 970125 V2.00K)"
tickee            "Tickee Tickats"
tictac            "Tic Tac Trivia (6221-23, U5-0C Horizontal)"
tictacv           "Tic Tac Trivia (6221-22, U5-0 Vertical)"
tigerh            "Tiger Heli (US)"
tigerhb1          "Tiger Heli (bootleg set 1)"
tigerhb2          "Tiger Heli (bootleg set 2)"
tigerhb3          "Tiger Heli (bootleg set 3)"
tigerhb4          "Tiger Heli (bootleg set 4)"
tigerhj           "Tiger Heli (Japan)"
tigeroad          "Tiger Road (US)"
tigeroadb         "Tiger Road (US bootleg)"
tigeroadu         "Tiger Road (US, Romstar license)"
tigerslt          "Tiger (slot)"
timber            "Timber"
timecris          "Time Crisis (Rev. TS2 Ver.B, World)"
timecrisa         "Time Crisis (Rev. TS2 Ver.A, World)"
timefgtr          "Time Fighter (Time Pilot conversion on Galaxian hardware)"
timekill          "Time Killers (v1.32)"
timekill100       "Time Killers (v1.00)"
timekill121       "Time Killers (v1.21)"
timekill121a      "Time Killers (v1.21, alternate ROM board)"
timekill131       "Time Killers (v1.31)"
timekill132i      "Time Killers (v1.32I)"
timelimt          "Time Limit"
timeplt           "Time Pilot"
timeplta          "Time Pilot (Atari)"
timepltc          "Time Pilot (Centuri)"
timescan          "Time Scanner (set 2, System 16B)"
timescan1         "Time Scanner (set 1, System 16A, FD1089B 317-0024)"
timesold          "Time Soldiers (US Rev 3)"
timesold1         "Time Soldiers (US Rev 1)"
timetunl          "Time Tunnel"
tinklpit          "Tinkle Pit (Japan)"
tinstar           "The Tin Star (set 1)"
tinstar2          "The Tin Star (set 2)"
tinv2650          "The Invaders"
tiptop            "Tip Top (3 board stack)"
tisland           "Treasure Island"
titanpac          "Titan (Pac-Man hack)"
titlef            "Title Fight (World)"
titlefj           "Title Fight (Japan)"
titlefu           "Title Fight (US)"
tjsb              "Mahjong Tian Jiang Shen Bing (V137C)"
tjumpman          "Tobikose! Jumpman"
tkdensho          "Toukidenshou - Angel Eyes (VER. 960614)"
tkdenshoa         "Toukidenshou - Angel Eyes (VER. 960427)"
tkmmpzdm          "Tokimeki Memorial Taisen Puzzle-dama (ver JAB)"
tknight           "Tecmo Knight"
tkoboxng          "Vs. T.K.O. Boxing"
tm                "Touchmaster (v3.00 Euro)"
tm2k              "Touchmaster 2000 Plus (v4.63 Standard)"
tm2ka             "Touchmaster 2000 (v4.02 Standard)"
tm2kb             "Touchmaster 2000 (v4.00 Standard)"
tm2kspeval        "Touchmaster 2000 (v4.XX3 Spanish Evaluation)"
tm3k              "Touchmaster 3000 (v5.02 Standard)"
tm3ka             "Touchmaster 3000 (v5.01 Standard)"
tm3keval          "Touchmaster 3000 (v5.XX Standard AMOA Evaluation)"
tm3ksp            "Touchmaster 3000 (v5.02 Spanish)"
tm4k              "Touchmaster 4000 (v6.03 Standard)"
tm4ka             "Touchmaster 4000 (v6.02 Standard)"
tm4kb             "Touchmaster 4000 (v6.01 Standard)"
tm4kca            "Touchmaster 4000 (v6.02 California)"
tm4kmn            "Touchmaster 4000 (v6.01 Minnesota)"
tm4knj            "Touchmaster 4000 (v6.03 New Jersey)"
tm4kuk            "Touchmaster 4000 (v6.02 England)"
tm5k              "Touchmaster 5000 (v7.10 Standard)"
tm5ka             "Touchmaster 5000 (v7.01 Standard)"
tm5kca            "Touchmaster 5000 (v7.10 California)"
tm5kmn            "Touchmaster 5000 (v7.10 Minnesota)"
tm7k              "Touchmaster 7000 (v8.04 Standard)"
tm7ka             "Touchmaster 7000 (v8.00 Standard)"
tm7kde            "Touchmaster 7000 (v8.04 Germany)"
tm7keval          "Touchmaster 7000 (v8.1X ASI Standard Evaluation)"
tm7kmn            "Touchmaster 7000 (v8.04 Minnesota)"
tm7kmna           "Touchmaster 7000 (v8.00 Minnesota)"
